gs_name,gene_symbol
CD4Lung_CD69pos_vs_neg_up,KLHL13
CD4Lung_CD69pos_vs_neg_up,ST7
CD4Lung_CD69pos_vs_neg_up,COPZ2
CD4Lung_CD69pos_vs_neg_up,KMT2E
CD4Lung_CD69pos_vs_neg_up,ETV1
CD4Lung_CD69pos_vs_neg_up,SPRTN
CD4Lung_CD69pos_vs_neg_up,MAMLD1
CD4Lung_CD69pos_vs_neg_up,IFNGR1
CD4Lung_CD69pos_vs_neg_up,RAB27B
CD4Lung_CD69pos_vs_neg_up,RIPOR3
CD4Lung_CD69pos_vs_neg_up,SNX29
CD4Lung_CD69pos_vs_neg_up,PLEKHA5
CD4Lung_CD69pos_vs_neg_up,ARID4B
CD4Lung_CD69pos_vs_neg_up,KMT2C
CD4Lung_CD69pos_vs_neg_up,PPP1R12A
CD4Lung_CD69pos_vs_neg_up,LZTS1
CD4Lung_CD69pos_vs_neg_up,MYO9A
CD4Lung_CD69pos_vs_neg_up,DHX29
CD4Lung_CD69pos_vs_neg_up,PDK3
CD4Lung_CD69pos_vs_neg_up,RAD18
CD4Lung_CD69pos_vs_neg_up,EPN2
CD4Lung_CD69pos_vs_neg_up,AFF4
CD4Lung_CD69pos_vs_neg_up,TRHDE
CD4Lung_CD69pos_vs_neg_up,PPP2R3A
CD4Lung_CD69pos_vs_neg_up,PLD1
CD4Lung_CD69pos_vs_neg_up,MBNL3
CD4Lung_CD69pos_vs_neg_up,SLC25A43
CD4Lung_CD69pos_vs_neg_up,N4BP2
CD4Lung_CD69pos_vs_neg_up,ITCH
CD4Lung_CD69pos_vs_neg_up,RIF1
CD4Lung_CD69pos_vs_neg_up,IL12RB2
CD4Lung_CD69pos_vs_neg_up,REST
CD4Lung_CD69pos_vs_neg_up,ATRX
CD4Lung_CD69pos_vs_neg_up,ACHE
CD4Lung_CD69pos_vs_neg_up,TESC
CD4Lung_CD69pos_vs_neg_up,TMEM38B
CD4Lung_CD69pos_vs_neg_up,STX1B
CD4Lung_CD69pos_vs_neg_up,YPEL1
CD4Lung_CD69pos_vs_neg_up,TNRC6B
CD4Lung_CD69pos_vs_neg_up,MLC1
CD4Lung_CD69pos_vs_neg_up,SOS2
CD4Lung_CD69pos_vs_neg_up,CDKL1
CD4Lung_CD69pos_vs_neg_up,NINL
CD4Lung_CD69pos_vs_neg_up,STK4
CD4Lung_CD69pos_vs_neg_up,RNF24
CD4Lung_CD69pos_vs_neg_up,ANKRD12
CD4Lung_CD69pos_vs_neg_up,EEA1
CD4Lung_CD69pos_vs_neg_up,NDFIP2
CD4Lung_CD69pos_vs_neg_up,ZNF106
CD4Lung_CD69pos_vs_neg_up,CEP152
CD4Lung_CD69pos_vs_neg_up,CA2
CD4Lung_CD69pos_vs_neg_up,TRPS1
CD4Lung_CD69pos_vs_neg_up,FSD1
CD4Lung_CD69pos_vs_neg_up,MEIS3
CD4Lung_CD69pos_vs_neg_up,SIPA1L3
CD4Lung_CD69pos_vs_neg_up,CFAP69
CD4Lung_CD69pos_vs_neg_up,CHN2
CD4Lung_CD69pos_vs_neg_up,CYP3A5
CD4Lung_CD69pos_vs_neg_up,POU6F2
CD4Lung_CD69pos_vs_neg_up,GALNTL5
CD4Lung_CD69pos_vs_neg_up,CCSER2
CD4Lung_CD69pos_vs_neg_up,SMC3
CD4Lung_CD69pos_vs_neg_up,RGS9
CD4Lung_CD69pos_vs_neg_up,CPD
CD4Lung_CD69pos_vs_neg_up,NFKB1
CD4Lung_CD69pos_vs_neg_up,INPP4B
CD4Lung_CD69pos_vs_neg_up,IL2
CD4Lung_CD69pos_vs_neg_up,CCND1
CD4Lung_CD69pos_vs_neg_up,SOX6
CD4Lung_CD69pos_vs_neg_up,P3H3
CD4Lung_CD69pos_vs_neg_up,ACSS3
CD4Lung_CD69pos_vs_neg_up,WNT5B
CD4Lung_CD69pos_vs_neg_up,DSE
CD4Lung_CD69pos_vs_neg_up,TENT5A
CD4Lung_CD69pos_vs_neg_up,CLIC5
CD4Lung_CD69pos_vs_neg_up,NR3C1
CD4Lung_CD69pos_vs_neg_up,ACAP2
CD4Lung_CD69pos_vs_neg_up,CBLB
CD4Lung_CD69pos_vs_neg_up,BBX
CD4Lung_CD69pos_vs_neg_up,ASH1L
CD4Lung_CD69pos_vs_neg_up,RO60
CD4Lung_CD69pos_vs_neg_up,CD58
CD4Lung_CD69pos_vs_neg_up,WARS2
CD4Lung_CD69pos_vs_neg_up,FASLG
CD4Lung_CD69pos_vs_neg_up,TNFSF4
CD4Lung_CD69pos_vs_neg_up,ADGB
CD4Lung_CD69pos_vs_neg_up,SLC16A7
CD4Lung_CD69pos_vs_neg_up,ZNF430
CD4Lung_CD69pos_vs_neg_up,FOXO3
CD4Lung_CD69pos_vs_neg_up,IFIT3
CD4Lung_CD69pos_vs_neg_up,IFIT2
CD4Lung_CD69pos_vs_neg_up,PLEKHG1
CD4Lung_CD69pos_vs_neg_up,PTK2B
CD4Lung_CD69pos_vs_neg_up,GTDC1
CD4Lung_CD69pos_vs_neg_up,ZNF644
CD4Lung_CD69pos_vs_neg_up,CALD1
CD4Lung_CD69pos_vs_neg_up,EGR2
CD4Lung_CD69pos_vs_neg_up,ITPR2
CD4Lung_CD69pos_vs_neg_up,SPRYD7
CD4Lung_CD69pos_vs_neg_up,ZC3H13
CD4Lung_CD69pos_vs_neg_up,IL9R
CD4Lung_CD69pos_vs_neg_up,KIRREL2
CD4Lung_CD69pos_vs_neg_up,WDR60
CD4Lung_CD69pos_vs_neg_up,SPINK2
CD4Lung_CD69pos_vs_neg_up,MYO1B
CD4Lung_CD69pos_vs_neg_up,MINDY2
CD4Lung_CD69pos_vs_neg_up,PUS7L
