gs_name,gene_symbol
CD4Lung_CD69pos_vs_neg_up,Klhl13
CD4Lung_CD69pos_vs_neg_up,St7
CD4Lung_CD69pos_vs_neg_up,Copz2
CD4Lung_CD69pos_vs_neg_up,Kmt2E
CD4Lung_CD69pos_vs_neg_up,Etv1
CD4Lung_CD69pos_vs_neg_up,Sprtn
CD4Lung_CD69pos_vs_neg_up,Mamld1
CD4Lung_CD69pos_vs_neg_up,Ifngr1
CD4Lung_CD69pos_vs_neg_up,Rab27B
CD4Lung_CD69pos_vs_neg_up,Ripor3
CD4Lung_CD69pos_vs_neg_up,Snx29
CD4Lung_CD69pos_vs_neg_up,Plekha5
CD4Lung_CD69pos_vs_neg_up,Arid4B
CD4Lung_CD69pos_vs_neg_up,Kmt2C
CD4Lung_CD69pos_vs_neg_up,Ppp1R12A
CD4Lung_CD69pos_vs_neg_up,Lzts1
CD4Lung_CD69pos_vs_neg_up,Myo9A
CD4Lung_CD69pos_vs_neg_up,Dhx29
CD4Lung_CD69pos_vs_neg_up,Pdk3
CD4Lung_CD69pos_vs_neg_up,Rad18
CD4Lung_CD69pos_vs_neg_up,Epn2
CD4Lung_CD69pos_vs_neg_up,Aff4
CD4Lung_CD69pos_vs_neg_up,Trhde
CD4Lung_CD69pos_vs_neg_up,Ppp2R3A
CD4Lung_CD69pos_vs_neg_up,Pld1
CD4Lung_CD69pos_vs_neg_up,Mbnl3
CD4Lung_CD69pos_vs_neg_up,Slc25A43
CD4Lung_CD69pos_vs_neg_up,N4Bp2
CD4Lung_CD69pos_vs_neg_up,Itch
CD4Lung_CD69pos_vs_neg_up,Rif1
CD4Lung_CD69pos_vs_neg_up,Il12Rb2
CD4Lung_CD69pos_vs_neg_up,Rest
CD4Lung_CD69pos_vs_neg_up,Atrx
CD4Lung_CD69pos_vs_neg_up,Ache
CD4Lung_CD69pos_vs_neg_up,Tesc
CD4Lung_CD69pos_vs_neg_up,Tmem38B
CD4Lung_CD69pos_vs_neg_up,Stx1B
CD4Lung_CD69pos_vs_neg_up,Ypel1
CD4Lung_CD69pos_vs_neg_up,Tnrc6B
CD4Lung_CD69pos_vs_neg_up,Mlc1
CD4Lung_CD69pos_vs_neg_up,Sos2
CD4Lung_CD69pos_vs_neg_up,Cdkl1
CD4Lung_CD69pos_vs_neg_up,Ninl
CD4Lung_CD69pos_vs_neg_up,Stk4
CD4Lung_CD69pos_vs_neg_up,Rnf24
CD4Lung_CD69pos_vs_neg_up,Ankrd12
CD4Lung_CD69pos_vs_neg_up,Eea1
CD4Lung_CD69pos_vs_neg_up,Ndfip2
CD4Lung_CD69pos_vs_neg_up,Zfp106
CD4Lung_CD69pos_vs_neg_up,Cep152
CD4Lung_CD69pos_vs_neg_up,Car2
CD4Lung_CD69pos_vs_neg_up,Trps1
CD4Lung_CD69pos_vs_neg_up,Fsd1
CD4Lung_CD69pos_vs_neg_up,Meis3
CD4Lung_CD69pos_vs_neg_up,Sipa1L3
CD4Lung_CD69pos_vs_neg_up,Cfap69
CD4Lung_CD69pos_vs_neg_up,Chn2
CD4Lung_CD69pos_vs_neg_up,Cyp3A11
CD4Lung_CD69pos_vs_neg_up,Pou6F2
CD4Lung_CD69pos_vs_neg_up,Galntl5
CD4Lung_CD69pos_vs_neg_up,Ccser2
CD4Lung_CD69pos_vs_neg_up,Smc3
CD4Lung_CD69pos_vs_neg_up,Rgs9
CD4Lung_CD69pos_vs_neg_up,Cpd
CD4Lung_CD69pos_vs_neg_up,Nfkb1
CD4Lung_CD69pos_vs_neg_up,Inpp4B
CD4Lung_CD69pos_vs_neg_up,Il2
CD4Lung_CD69pos_vs_neg_up,Ccnd1
CD4Lung_CD69pos_vs_neg_up,Sox6
CD4Lung_CD69pos_vs_neg_up,P3H3
CD4Lung_CD69pos_vs_neg_up,Acss3
CD4Lung_CD69pos_vs_neg_up,Wnt5B
CD4Lung_CD69pos_vs_neg_up,Dse
CD4Lung_CD69pos_vs_neg_up,Tent5A
CD4Lung_CD69pos_vs_neg_up,Clic5
CD4Lung_CD69pos_vs_neg_up,Nr3C1
CD4Lung_CD69pos_vs_neg_up,Acap2
CD4Lung_CD69pos_vs_neg_up,Cblb
CD4Lung_CD69pos_vs_neg_up,Bbx
CD4Lung_CD69pos_vs_neg_up,Ash1L
CD4Lung_CD69pos_vs_neg_up,Ro60
CD4Lung_CD69pos_vs_neg_up,Wars2
CD4Lung_CD69pos_vs_neg_up,Fasl
CD4Lung_CD69pos_vs_neg_up,Tnfsf4
CD4Lung_CD69pos_vs_neg_up,Adgb
CD4Lung_CD69pos_vs_neg_up,Slc16A7
CD4Lung_CD69pos_vs_neg_up,Foxo3
CD4Lung_CD69pos_vs_neg_up,Ifit3
CD4Lung_CD69pos_vs_neg_up,Ifit2
CD4Lung_CD69pos_vs_neg_up,Plekhg1
CD4Lung_CD69pos_vs_neg_up,Ptk2B
CD4Lung_CD69pos_vs_neg_up,Gtdc1
CD4Lung_CD69pos_vs_neg_up,Zfp644
CD4Lung_CD69pos_vs_neg_up,Cald1
CD4Lung_CD69pos_vs_neg_up,Egr2
CD4Lung_CD69pos_vs_neg_up,Itpr2
CD4Lung_CD69pos_vs_neg_up,Spryd7
CD4Lung_CD69pos_vs_neg_up,Zc3H13
CD4Lung_CD69pos_vs_neg_up,Il9R
CD4Lung_CD69pos_vs_neg_up,Kirrel2
CD4Lung_CD69pos_vs_neg_up,Wdr60
CD4Lung_CD69pos_vs_neg_up,Spink2
CD4Lung_CD69pos_vs_neg_up,Myo1B
CD4Lung_CD69pos_vs_neg_up,Mindy2
CD4Lung_CD69pos_vs_neg_up,Pus7L
CD4Lung_CD69pos_vs_neg_up,Exoc4
