gs_name,gene_symbol
2013_IMMUNITY_Locci---GC-Tfh,CXCR5
2013_IMMUNITY_Locci---GC-Tfh,CXCL13
2013_IMMUNITY_Locci---GC-Tfh,TOX2
2013_IMMUNITY_Locci---GC-Tfh,C20ORF100
2013_IMMUNITY_Locci---GC-Tfh,ICA1
2013_IMMUNITY_Locci---GC-Tfh,PDCD1
2013_IMMUNITY_Locci---GC-Tfh,ICA1
2013_IMMUNITY_Locci---GC-Tfh,CXCR5
2013_IMMUNITY_Locci---GC-Tfh,FAM43A
2013_IMMUNITY_Locci---GC-Tfh,PVALB
2013_IMMUNITY_Locci---GC-Tfh,SCGB3A1
2013_IMMUNITY_Locci---GC-Tfh,TOX2
2013_IMMUNITY_Locci---GC-Tfh,ASCL2
2013_IMMUNITY_Locci---GC-Tfh,CHI3L2
2013_IMMUNITY_Locci---GC-Tfh,CDK5R1
2013_IMMUNITY_Locci---GC-Tfh,CEBPA
2013_IMMUNITY_Locci---GC-Tfh,GNG4
2013_IMMUNITY_Locci---GC-Tfh,CXXC5
2013_IMMUNITY_Locci---GC-Tfh,GFOD1
2013_IMMUNITY_Locci---GC-Tfh,C3ORF21
2013_IMMUNITY_Locci---GC-Tfh,TIGIT
2013_IMMUNITY_Locci---GC-Tfh,POU2AF1
2013_IMMUNITY_Locci---GC-Tfh,HEYL
2013_IMMUNITY_Locci---GC-Tfh,C11ORF75
2013_IMMUNITY_Locci---GC-Tfh,CXXC5
2013_IMMUNITY_Locci---GC-Tfh,ATP9A
2013_IMMUNITY_Locci---GC-Tfh,KIAA1671
2013_IMMUNITY_Locci---GC-Tfh,SGPP2
2013_IMMUNITY_Locci---GC-Tfh,BCL6
2013_IMMUNITY_Locci---GC-Tfh,EGR2
2013_IMMUNITY_Locci---GC-Tfh,CDK5R1
2013_IMMUNITY_Locci---GC-Tfh,MYB
2013_IMMUNITY_Locci---GC-Tfh,LGMN
2013_IMMUNITY_Locci---GC-Tfh,CD79A
2013_IMMUNITY_Locci---GC-Tfh,KIAA1324
2013_IMMUNITY_Locci---GC-Tfh,NFATC1
2013_IMMUNITY_Locci---GC-Tfh,MYL6B
2013_IMMUNITY_Locci---GC-Tfh,BCAT1
2013_IMMUNITY_Locci---GC-Tfh,PASK
2013_IMMUNITY_Locci---GC-Tfh,CTLA4
