Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,0,NA,NA,NA,NA,NA
Gm19938,0,NA,NA,NA,NA,NA
Gm10568,0,NA,NA,NA,NA,NA
Rp1,0.07985130717613777,0,4.715718924953434,0,1,NA
Sox17,1.3750265715161414,0,4.715717388435519,0,1,NA
Mrpl15,207.34321177910581,-0.4899539901641947,0.35499949772400313,-1.3801540376970136,0.16753922219165351,0.40454652807201213
Lypla1,504.2917246794019,-0.40022781777423666,0.2654993328126836,-1.5074531959619173,0.13169453219422372,0.3476058432865718
Gm19860,6.92992422360248,0.9940395086741209,1.3026286807146024,0.76310273479377555,0.44540212920088695,0.7103106303678592
Tcea1,256.8794798735041,-0.5538889977344104,0.14807964970133616,-3.7404802000244906,1.8366901528801247e-4,0.0022408243529026444
Rgs20,4.241433442612639,2.1158383848770024,2.1630673544961714,0.9781657424947964,0.32799235673853416,0.6017240427682171
Atp6v1h,427.6279162315886,-0.27635982207362075,0.15745553190954298,-1.7551610840347445,0.07923175835201056,0.24971904189366137
Oprk1,0,NA,NA,NA,NA,NA
Npbwr1,2.5080959813354156,0,4.71571774987208,0,1,NA
Rb1cc1,884.7428609471201,-0.09697360207022206,0.37197224678798607,-0.26070117571296747,0.7943229593163074,0.9372750058533637
Fam150a,0.016274664644122548,-0.10929811472304324,4.708208179612329,-0.0232143759480157,0.9814792713498367,NA
St18,1.2402631147818575,0.9783018825181801,1.7757018426400235,0.550938146836459,0.5816760762645194,NA
Pcmtd1,773.3165698244752,-0.08539957184236864,0.20911984015074797,-0.4083762295380809,0.6829974820656006,0.8746958728329409
Sntg1,0,NA,NA,NA,NA,NA
Rrs1,196.2986978739078,-0.5587974711278787,0.23767136094731842,-2.3511350669285735,0.018716238632102426,0.09105950630351255
Adhfe1,4.903516179869053,-0.10270695091060177,1.404553587314988,-0.07312426655571135,0.9417072314292312,1
2610203C22Rik,0.981454216457836,1.2269455897160286,3.372555017212727,0.36380298718745496,0.716005131835119,NA
3110035E14Rik,0.516392089215914,0,4.715718575564592,0,1,NA
Mybl1,25.272745871738458,1.925055584884355,0.791581808583675,2.4319098342200784,0.015019445709048729,0.07670912357158789
Vcpip1,878.2445727053477,-0.5311960394092989,0.25548449664812445,-2.079171324986144,0.03760160626008961,0.14969813993629028
1700034P13Rik,0.7762781641457218,-0.060333370079230474,3.242968761796961,-0.018604363628158774,0.9851567217675162,NA
Sgk3,127.48011300778224,-1.9678920253353551,0.4521094063755959,-4.3526898524657165,1.3447732972539843e-5,2.412869142089171e-4
Gm6195,27.78488127735511,0.0546657848146869,0.7304618417670455,0.07483729017582356,0.9403441717241009,1
Mcmdc2,6.087308978621834,-5.631036651729166,2.107057764185243,-2.6724642994809282,0.0075296385997076,0.045278646843095245
