Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,0,NA,NA,NA,NA,NA
Gm19938,0,NA,NA,NA,NA,NA
Gm10568,0,NA,NA,NA,NA,NA
Rp1,0.07985130717613777,-0.5898998361687107,4.296229643344331,-0.13730640238995992,0.8907886099942186,NA
Sox17,1.3750265715161414,-3.52211027777985,4.271052124785008,-0.8246469897524704,0.4095720354816899,NA
Mrpl15,207.34321177910581,0.09358543190013967,0.32108480003495715,0.2914664035480684,0.7706946350586288,0.910318021389762
Lypla1,504.2917246794019,-0.036896879810000435,0.24003825710033683,-0.1537124967316248,0.877836430924702,0.9570038040095007
Gm19860,6.92992422360248,0.0850676680605581,1.1150823058901687,0.0762882413353772,0.9391897806367757,0.9789474673237439
Tcea1,256.8794798735041,-0.041588914332092726,0.1317068129355845,-0.3157688915639705,0.7521779318305528,0.9013866728183028
Rgs20,4.241433442612639,-1.8553065655609626,1.8764054950858715,-0.9887556663097795,0.322782699934571,0.5942608894940374
Atp6v1h,427.6279162315886,-0.09033819315506586,0.1397422752103034,-0.6464628761705254,0.5179796318237075,0.7593389799728003
Oprk1,0,NA,NA,NA,NA,NA
Npbwr1,2.5080959813354156,-4.55028760412649,4.262090220002583,-1.067618790135262,0.28569250418832104,0.5548555254922773
Rb1cc1,884.7428609471201,0.03248895788538767,0.338017445574363,0.09611621622127248,0.9234282722537618,0.9748800985808717
Fam150a,0.016274664644122548,1.739402185178121,4.325807972446804,0.4020987977869632,0.6876113175059817,NA
St18,1.2402631147818575,-2.226940065108636,1.5018482874924761,-1.4827996167487674,0.1381276579330984,NA
Pcmtd1,773.3165698244752,-0.2148358308868972,0.18774547438580905,-1.1442929934248034,0.2525021480613214,0.5188439535763899
Sntg1,0,NA,NA,NA,NA,NA
Rrs1,196.2986978739078,0.3064501359266898,0.21457199964608148,1.4281925714079824,0.15323643820845304,0.388178651347588
Adhfe1,4.903516179869053,2.475158356108855,1.3025566536490014,1.900230864565399,0.05740282954289872,0.20636734919972208
2610203C22Rik,0.981454216457836,2.9896959562624734,3.113860239413959,0.960125287069771,0.33699216316146974,NA
3110035E14Rik,0.516392089215914,-1.1122071603022738,4.290918965561706,-0.2592002247604039,0.7954807576948105,NA
Mybl1,25.272745871738458,-1.2181527449195146,0.6239758265758825,-1.9522434893098757,0.05090930315454195,0.19070205794292922
Vcpip1,878.2445727053477,0.10097474504016411,0.23221739006266598,0.43482852431041086,0.6636868987101937,0.8546020208874392
1700034P13Rik,0.7762781641457218,-0.930863296715516,2.9328257230329693,-0.31739468506600105,0.7509441396014207,NA
Sgk3,127.48011300778224,0.21039495256836893,0.4177475728343934,0.5036413524580196,0.6145134279044129,0.8256845826227481
