Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,0,NA,NA,NA,NA,NA
Gm19938,0,NA,NA,NA,NA,NA
Gm10568,0,NA,NA,NA,NA,NA
Rp1,0.07985130717613777,-0.00916006230441382,4.288601142026296,-0.0021359091230586753,0.9982957923832301,NA
Sox17,1.3750265715161414,2.9229348786717297,4.263377981396957,0.6855913061018316,0.4929708654004731,NA
Mrpl15,207.34321177910581,-0.5835394220643344,0.3218568315725545,-1.8130403484469464,0.06982559839267617,0.1535267020665988
Lypla1,504.2917246794019,-0.3633309379642362,0.24091900990921553,-1.5081040641049814,0.1315278952352487,0.24704802347388788
Gm19860,6.92992422360248,0.9089718406135628,1.1836451710338414,0.767942845421852,0.44252114131953485,0.5840811100160327
Tcea1,256.8794798735041,-0.5123000834023177,0.13133452703436457,-3.9007266022914973,9.590440966629475e-5,5.976074073129837e-4
Rgs20,4.241433442612639,3.971144950437965,1.9215362851631892,2.0666510339151416,0.03876704826257461,0.09589807021193371
Atp6v1h,427.6279162315886,-0.1860216289185549,0.14135831208206312,-1.3159581928975161,0.18818807514575844,0.32165996156096516
Oprk1,0,NA,NA,NA,NA,NA
Npbwr1,2.5080959813354156,3.951140020646738,4.254400724595963,0.9287183498733478,0.3530350685139629,0.5026886946553246
Rb1cc1,884.7428609471201,-0.12946255995560974,0.3391273393304739,-0.3817520587140002,0.7026452818907128,0.8037165863808571
Fam150a,0.016274664644122548,0,4.326419094752022,0,1,NA
St18,1.2402631147818575,3.205241947626816,1.5640073374776342,2.0493778199251267,0.040425184387455834,NA
Pcmtd1,773.3165698244752,0.12943625904452857,0.18970130861836185,0.682316110454074,0.49503908818235254,0.6299344657177934
Sntg1,0,NA,NA,NA,NA,NA
Rrs1,196.2986978739078,-0.8652476070545685,0.21469480220177506,-4.030128341166774,5.574640710069734e-5,3.7149745729345087e-4
Adhfe1,4.903516179869053,-2.5778653070194566,1.3218767637247009,-1.9501555498681364,0.05115758195750807,0.1199927016069326
2610203C22Rik,0.981454216457836,0,3.134375202471568,0,1,NA
3110035E14Rik,0.516392089215914,0.513122005693594,4.283280871165924,0.11979648804910625,0.9046443640395004,NA
Mybl1,25.272745871738458,3.14320832980387,0.7156677191315022,4.3919940019347345,1.1231579855302239e-5,9.0033884709977e-5
Vcpip1,878.2445727053477,-0.6321707844494631,0.23243838302302156,-2.719734908785915,0.006533427031269665,0.022272218762398155
1700034P13Rik,0.7762781641457218,0.8705299266362855,2.935172933638854,0.2965855662743026,0.7667829317592147,NA
Sgk3,127.48011300778224,-2.178286977903724,0.4076131951191324,-5.344005061629764,9.091502742302809e-8,1.2083488929067344e-6
Gm6195,27.78488127735511,0.20589959059878843,0.6594149537181236,0.3122458619384042,0.7548536803816157,0.8410425529786334
